"bill_id","legislator_id","MemberName","BillName","Vote"
"ga2017HB167",4,"Bechler","HB167","YEA"
"ga2017SB003",4,"Bechler","SB003","YEA"
"ga2017SB042",4,"Bechler","SB042","YEA"
"ga2017HB242",4,"Bechler","HB242","YEA"
"ga2017SB147",4,"Bechler","SB147","YEA"
"ga2017HB306",4,"Bechler","HB306","YEA"
"ga2017SB235",4,"Bechler","SB235","YEA"
"ga2017HB261",4,"Bechler","HB261","YEA"
"ga2017SB136",4,"Bechler","SB136","YEA"
"ga2017HB378",4,"Bechler","HB378","YEA"
"ga2017HB276",4,"Bechler","HB276","YEA"
"ga2017SB021",4,"Bechler","SB021","YEA"
"ga2017HB368",4,"Bechler","HB368","YEA"
"ga2017HB471",4,"Bechler","HB471","YEA"
"ga2017HB484",4,"Bechler","HB484","YEA"
"ga2017SB010",4,"Bechler","SB010","NAY"
"ga2017HB268",4,"Bechler","HB268","YEA"
"ga2017SB017",4,"Bechler","SB017","YEA"
"ga2017HB454",4,"Bechler","HB454","YEA"
"ga2017HB262",4,"Bechler","HB262","YEA"
"ga2017SB079",4,"Bechler","SB079","YEA"
"ga2017HB156",4,"Bechler","HB156","NAY"
"ga2017HB112",4,"Bechler","HB112","YEA"
"ga2017HB245",4,"Bechler","HB245","YEA"
"ga2017HB453",4,"Bechler","HB453","YEA"
"ga2017SB146",4,"Bechler","SB146","YEA"
"ga2017HB272",4,"Bechler","HB272","YEA"
"ga2017SB219",4,"Bechler","SB219","NV"
"ga2017HB253",4,"Bechler","HB253","YEA"
"ga2017SB150",4,"Bechler","SB150","YEA"
"ga2017HB284",4,"Bechler","HB284","YEA"
"ga2017SB116",4,"Bechler","SB116","YEA"
"ga2017SB002",4,"Bechler","SB002","YEA"
"ga2017HB310",4,"Bechler","HB310","YEA"
"ga2017HB222",4,"Bechler","HB222","YEA"
"ga2017HB116",4,"Bechler","HB116","YEA"
"ga2017HB093",4,"Bechler","HB093","YEA"
"ga2017HB337",4,"Bechler","HB337","YEA"
"ga2017SB165",4,"Bechler","SB165","YEA"
"ga2017HB095",4,"Bechler","HB095","YEA"
"ga2017SB006",4,"Bechler","SB006","YEA"
"ga2017SB073",4,"Bechler","SB073","YEA"
"ga2017HB151",4,"Bechler","HB151","YEA"
"ga2017HB058",4,"Bechler","HB058","YEA"
"ga2017SB135",4,"Bechler","SB135","YEA"
"ga2017HB410",4,"Bechler","HB410","NAY"
"ga2017HB408",4,"Bechler","HB408","YEA"
"ga2017HB323",4,"Bechler","HB323","YEA"
"ga2017HB027",4,"Bechler","HB027","YEA"
"ga2017HB002",4,"Bechler","HB002","NAY"
"ga2017HB014",4,"Bechler","HB014","YEA"
"ga2017SB120",4,"Bechler","SB120","NAY"
"ga2017SB107",4,"Bechler","SB107","YEA"
"ga2017HB515",4,"Bechler","HB515","YEA"
"ga2017HB351",4,"Bechler","HB351","YEA"
"ga2017HB270",4,"Bechler","HB270","YEA"
"ga2017HB100",4,"Bechler","HB100","YEA"
"ga2017HB481",4,"Bechler","HB481","YEA"
"ga2017HB329",4,"Bechler","HB329","YEA"
"ga2017SB163",4,"Bechler","SB163","YEA"
"ga2017HB172",4,"Bechler","HB172","YEA"
"ga2017SB189",4,"Bechler","SB189","YEA"
"ga2017SB101",4,"Bechler","SB101","YEA"
"ga2017HB060",4,"Bechler","HB060","YEA"
"ga2017HB180",4,"Bechler","HB180","YEA"
"ga2017SB126",4,"Bechler","SB126","YEA"
"ga2017SB038",4,"Bechler","SB038","YEA"
"ga2017HB033",4,"Bechler","HB033","YEA"
"ga2017HB319",4,"Bechler","HB319","YEA"
"ga2017HB404",4,"Bechler","HB404","YEA"
"ga2017HB144",4,"Bechler","HB144","YEA"
"ga2017HB227",4,"Bechler","HB227","YEA"
"ga2017SB104",4,"Bechler","SB104","YEA"
"ga2017HB072",4,"Bechler","HB072","YEA"
"ga2017HB128",4,"Bechler","HB128","YEA"
"ga2017HB376",4,"Bechler","HB376","YEA"
"ga2017HB269",4,"Bechler","HB269","YEA"
"ga2017HB195",4,"Bechler","HB195","YEA"
"ga2017HB469",4,"Bechler","HB469","YEA"
"ga2017HB067",4,"Bechler","HB067","YEA"
"ga2017SB008",4,"Bechler","SB008","YEA"
"ga2017HB296",4,"Bechler","HB296","YEA"
"ga2017HCR59",4,"Bechler","HCR59","YEA"
"ga2017HB246",4,"Bechler","HB246","YEA"
"ga2017HB312",4,"Bechler","HB312","YEA"
"ga2017HB174",4,"Bechler","HB174","NAY"
"ga2017HB277",4,"Bechler","HB277","YEA"
"ga2017SB062",4,"Bechler","SB062","YEA"
"ga2017HB388",4,"Bechler","HB388","YEA"
"ga2017HB291",4,"Bechler","HB291","YEA"
"ga2017HB401",4,"Bechler","HB401","YEA"
"ga2017HB384",4,"Bechler","HB384","YEA"
"ga2017SB011",4,"Bechler","SB011","YEA"
"ga2017HB315",4,"Bechler","HB315","YEA"
"ga2017HB387",4,"Bechler","HB387","YEA"
"ga2017HB206",4,"Bechler","HB206","YEA"
"ga2017HB364",4,"Bechler","HB364","YEA"
"ga2017HB307",4,"Bechler","HB307","YEA"
"ga2017HB234",4,"Bechler","HB234","YEA"
"ga2017SB089",4,"Bechler","SB089","NAY"
"ga2017HB473",4,"Bechler","HB473","YEA"
"ga2017HB330",4,"Bechler","HB330","YEA"
"ga2017HB377",4,"Bechler","HB377","NV"
"ga2017HB281",4,"Bechler","HB281","YEA"
"ga2017SB151",4,"Bechler","SB151","YEA"
"ga2017SB004",4,"Bechler","SB004","NAY"
"ga2017SB031",4,"Bechler","SB031","YEA"
"ga2017HB129",4,"Bechler","HB129","YEA"
"ga2017HB122",4,"Bechler","HB122","NAY"
"ga2017HB375",4,"Bechler","HB375","YEA"
"ga2017HB347",4,"Bechler","HB347","YEA"
"ga2017SB218",4,"Bechler","SB218","YEA"
"ga2017HCR90",4,"Bechler","HCR90","YEA"
"ga2017SB039",4,"Bechler","SB039","YEA"
"ga2017HB301",4,"Bechler","HB301","YEA"
"ga2017HB236",4,"Bechler","HB236","YEA"
"ga2017HB390",4,"Bechler","HB390","YEA"
"ga2017HB238",4,"Bechler","HB238","YEA"
"ga2017HB003",4,"Bechler","HB003","YEA"
"ga2017HB177",4,"Bechler","HB177","YEA"
"ga2017HCR48",4,"Bechler","HCR48","YEA"
"ga2017HB215",4,"Bechler","HB215","YEA"
"ga2017HB309",4,"Bechler","HB309","YEA"
"ga2017HB516",4,"Bechler","HB516","YEA"
"ga2017HB498",4,"Bechler","HB498","YEA"
"ga2017HB001",4,"Bechler","HB001","YEA"
"ga2017SB081",4,"Bechler","SB081","YEA"
"ga2017SB117",4,"Bechler","SB117","YEA"
"ga2017HB522",4,"Bechler","HB522","YEA"
"ga2017HB372",4,"Bechler","HB372","YEA"
"ga2017HB359",4,"Bechler","HB359","YEA"
"ga2017HB394",4,"Bechler","HB394","YEA"
"ga2017HB013",4,"Bechler","HB013","YEA"
"ga2017HB417",4,"Bechler","HB417","YEA"
"ga2017HB231",4,"Bechler","HB231","YEA"
"ga2017HB524",4,"Bechler","HB524","YEA"
"ga2017HB333",4,"Bechler","HB333","NAY"
"ga2017HB282",4,"Bechler","HB282","YEA"
"ga2017HB396",4,"Bechler","HB396","YEA"
"ga2017HB305",4,"Bechler","HB305","YEA"
"ga2017HB425",4,"Bechler","HB425","YEA"
"ga2017HB443",4,"Bechler","HB443","YEA"
"ga2017HB023",4,"Bechler","HB023","YEA"
"ga2017HB183",4,"Bechler","HB183","NAY"
"ga2017HB360",4,"Bechler","HB360","YEA"
"ga2017HB308",4,"Bechler","HB308","YEA"
"ga2017SB075",4,"Bechler","SB075","YEA"
"ga2017HB241",4,"Bechler","HB241","YEA"
"ga2017HB403",4,"Bechler","HB403","YEA"
"ga2017HB237",4,"Bechler","HB237","YEA"
"ga2017HB318",4,"Bechler","HB318","YEA"
"ga2017SB153",4,"Bechler","SB153","YEA"
"ga2017SB128",5,"Bentley","SB128","YEA"
"ga2017HB223",5,"Bentley","HB223","YEA"
"ga2017SB140",5,"Bentley","SB140","YEA"
"ga2017SB122",5,"Bentley","SB122","YEA"
"ga2017HB293",5,"Bentley","HB293","YEA"
"ga2017SB129",5,"Bentley","SB129","YEA"
"ga2017HB484",5,"Bentley","HB484","YEA"
"ga2017SB114",5,"Bentley","SB114","YEA"
"ga2017SB083",5,"Bentley","SB083","YEA"
"ga2017HB153",5,"Bentley","HB153","YEA"
"ga2017HB078",5,"Bentley","HB078","YEA"
"ga2017HB261",5,"Bentley","HB261","YEA"
"ga2017HB304",5,"Bentley","HB304","YEA"
"ga2017HB158",5,"Bentley","HB158","YEA"
"ga2017HB075",5,"Bentley","HB075","YEA"
"ga2017SB219",5,"Bentley","SB219","YEA"
"ga2017HB408",5,"Bentley","HB408","YEA"
"ga2017SB032",5,"Bentley","SB032","YEA"
"ga2017HB299",5,"Bentley","HB299","YEA"
"ga2017HB163",5,"Bentley","HB163","YEA"
"ga2017HB095",5,"Bentley","HB095","YEA"
"ga2017HB265",5,"Bentley","HB265","YEA"
"ga2017SB238",5,"Bentley","SB238","YEA"
"ga2017HB515",5,"Bentley","HB515","YEA"
"ga2017SB197",5,"Bentley","SB197","YEA"
"ga2017HB343",5,"Bentley","HB343","YEA"
"ga2017HB026",5,"Bentley","HB026","YEA"
"ga2017HB525",5,"Bentley","HB525","YEA"
"ga2017HB262",5,"Bentley","HB262","YEA"
"ga2017HB454",5,"Bentley","HB454","YEA"
"ga2017HB255",5,"Bentley","HB255","YEA"
"ga2017SB079",5,"Bentley","SB079","YEA"
"ga2017HB482",5,"Bentley","HB482","YEA"
"ga2017HB245",5,"Bentley","HB245","YEA"
"ga2017HB113",5,"Bentley","HB113","YEA"
"ga2017HB173",5,"Bentley","HB173","YEA"
"ga2017HB272",5,"Bentley","HB272","YEA"
"ga2017HB129",5,"Bentley","HB129","YEA"
"ga2017HB351",5,"Bentley","HB351","YEA"
"ga2017HB289",5,"Bentley","HB289","YEA"
"ga2017HB268",5,"Bentley","HB268","YEA"
"ga2017HB119",5,"Bentley","HB119","YEA"
"ga2017HB225",5,"Bentley","HB225","YEA"
"ga2017HB310",5,"Bentley","HB310","YEA"
"ga2017HB366",5,"Bentley","HB366","YEA"
"ga2017HB222",5,"Bentley","HB222","YEA"
"ga2017HB035",5,"Bentley","HB035","YEA"
"ga2017HB539",5,"Bentley","HB539","YEA"
"ga2017HB257",5,"Bentley","HB257","YEA"
"ga2017HB191",5,"Bentley","HB191","YEA"
"ga2017HB448",5,"Bentley","HB448","YEA"
"ga2017SB012",5,"Bentley","SB012","NAY"
"ga2017HB207",5,"Bentley","HB207","YEA"
"ga2017HB284",5,"Bentley","HB284","YEA"
"ga2017HB058",5,"Bentley","HB058","YEA"
"ga2017HB306",5,"Bentley","HB306","YEA"
"ga2017HB277",5,"Bentley","HB277","YEA"
"ga2017SB235",5,"Bentley","SB235","YEA"
"ga2017HB128",5,"Bentley","HB128","YEA"
"ga2017HB116",5,"Bentley","HB116","YEA"
"ga2017HB014",5,"Bentley","HB014","YEA"
"ga2017HB384",5,"Bentley","HB384","YEA"
"ga2017HB368",5,"Bentley","HB368","YEA"
"ga2017HB315",5,"Bentley","HB315","YEA"
"ga2017SB091",5,"Bentley","SB091","YEA"
"ga2017HB540",5,"Bentley","HB540","YEA"
"ga2017SB183",5,"Bentley","SB183","YEA"
"ga2017HB100",5,"Bentley","HB100","YEA"
"ga2017HB096",5,"Bentley","HB096","YEA"
"ga2017HB329",5,"Bentley","HB329","YEA"
"ga2017HB189",5,"Bentley","HB189","YEA"
"ga2017HB520",5,"Bentley","HB520","YEA"
"ga2017HB050",5,"Bentley","HB050","YEA"
"ga2017HB060",5,"Bentley","HB060","YEA"
"ga2017SB151",5,"Bentley","SB151","YEA"
"ga2017HB239",5,"Bentley","HB239","YEA"
"ga2017SB146",5,"Bentley","SB146","YEA"
"ga2017SB126",5,"Bentley","SB126","YEA"
"ga2017SB038",5,"Bentley","SB038","YEA"
"ga2017SB139",5,"Bentley","SB139","YEA"
"ga2017HB144",5,"Bentley","HB144","YEA"
"ga2017SB218",5,"Bentley","SB218","YEA"
"ga2017HB271",5,"Bentley","HB271","YEA"
"ga2017SB002",5,"Bentley","SB002","YEA"
"ga2017HB236",5,"Bentley","HB236","YEA"
"ga2017HB492",5,"Bentley","HB492","YEA"
"ga2017HB377",5,"Bentley","HB377","YEA"
"ga2017HB269",5,"Bentley","HB269","YEA"
"ga2017HB093",5,"Bentley","HB093","YEA"
"ga2017HB469",5,"Bentley","HB469","YEA"
"ga2017HB324",5,"Bentley","HB324","YEA"
"ga2017HB167",5,"Bentley","HB167","YEA"
"ga2017HB502",5,"Bentley","HB502","YEA"
"ga2017HB246",5,"Bentley","HB246","YEA"
"ga2017HB498",5,"Bentley","HB498","YEA"
"ga2017HB174",5,"Bentley","HB174","YEA"
"ga2017HB410",5,"Bentley","HB410","YEA"
"ga2017SB135",5,"Bentley","SB135","YEA"
"ga2017SB039",5,"Bentley","SB039","YEA"
"ga2017HB323",5,"Bentley","HB323","YEA"
"ga2017HB252",5,"Bentley","HB252","YEA"
"ga2017SB117",5,"Bentley","SB117","YEA"
"ga2017HB226",5,"Bentley","HB226","YEA"
"ga2017SB107",5,"Bentley","SB107","YEA"
