"bill_id","legislator_id","MemberName","BillName","Vote"
"ga2017HCR90",100,"Riley","HCR90","YAY"
"ga2017SB031",100,"Riley","SB031","YAY"
"ga2017HB245",100,"Riley","HB245","YAY"
"ga2017HB301",100,"Riley","HB301","YAY"
"ga2017HB001",100,"Riley","HB001","YEA"
"ga2017HB255",100,"Riley","HB255","YAY"
"ga2017HB310",100,"Riley","HB310","YAY"
"ga2017HB261",100,"Riley","HB261","YAY"
"ga2017HB324",100,"Riley","HB324","YAY"
"ga2017SB107",100,"Riley","SB107","YAY"
"ga2017HB222",100,"Riley","HB222","YAY"
"ga2017HB272",100,"Riley","HB272","YAY"
"ga2017HB215",100,"Riley","HB215","YEA"
"ga2017HB281",100,"Riley","HB281","YAY"
"ga2017HB112",100,"Riley","HB112","YAY"
"ga2017HB153",100,"Riley","HB153","YAY"
"ga2017SB008",100,"Riley","SB008","YAY"
"ga2017HB206",100,"Riley","HB206","YAY"
"ga2017HB191",100,"Riley","HB191","YAY"
"ga2017HB368",100,"Riley","HB368","YAY"
"ga2017HB484",100,"Riley","HB484","YAY"
"ga2017HB207",100,"Riley","HB207","YAY"
"ga2017HB027",100,"Riley","HB027","YEA"
"ga2017HB351",100,"Riley","HB351","YAY"
"ga2017HB189",100,"Riley","HB189","YAY"
"ga2017HB329",100,"Riley","HB329","YAY"
"ga2017HB309",100,"Riley","HB309","YAY"
"ga2017HB163",100,"Riley","HB163","YAY"
"ga2017SB219",100,"Riley","SB219","YAY"
"ga2017HB180",100,"Riley","HB180","YAY"
"ga2017HB257",100,"Riley","HB257","YAY"
"ga2017HB234",100,"Riley","HB234","YEA"
"ga2017HB239",100,"Riley","HB239","YAY"
"ga2017SB001",100,"Riley","SB001","YAY"
"ga2017HB158",100,"Riley","HB158","YAY"
"ga2017HB236",100,"Riley","HB236","YAY"
"ga2017HB072",100,"Riley","HB072","YAY"
"ga2017HB305",100,"Riley","HB305","YAY"
"ga2017HB296",100,"Riley","HB296","YAY"
"ga2017HB253",100,"Riley","HB253","YAY"
"ga2017HB078",100,"Riley","HB078","YAY"
"ga2017SB006",100,"Riley","SB006","YEA"
"ga2017HB282",100,"Riley","HB282","YAY"
"ga2017HB311",100,"Riley","HB311","YAY"
"ga2017HCR59",100,"Riley","HCR59","YEA"
"ga2017SB135",100,"Riley","SB135","YEA"
"ga2017HB277",100,"Riley","HB277","YAY"
"ga2017SB235",100,"Riley","SB235","YAY"
"ga2017HB075",100,"Riley","HB075","YAY"
"ga2017HB246",100,"Riley","HB246","YAY"
"ga2017HB268",100,"Riley","HB268","YAY"
"ga2017HB096",100,"Riley","HB096","YAY"
"ga2017HB119",100,"Riley","HB119","YAY"
"ga2017SB075",100,"Riley","SB075","YEA"
"ga2017HB237",100,"Riley","HB237","YAY"
"ga2017HB241",100,"Riley","HB241","YAY"
"ga2017HB269",100,"Riley","HB269","YAY"
"ga2017HB540",100,"Riley","HB540","YAY"
"ga2017HB307",100,"Riley","HB307","YAY"
"ga2017HB289",100,"Riley","HB289","YAY"
"ga2017HB014",100,"Riley","HB014","YAY"
"ga2017SB197",100,"Riley","SB197","YAY"
"ga2017HB481",100,"Riley","HB481","YAY"
"ga2017SB089",100,"Riley","SB089","YAY"
"ga2017HB023",100,"Riley","HB023","YAY"
"ga2017HB262",100,"Riley","HB262","YAY"
"ga2017HJR56",100,"Riley","HJR56","YAY"
"ga2017HB333",100,"Riley","HB333","YAY"
"ga2017HB074",100,"Riley","HB074","YAY"
"ga2017HB417",100,"Riley","HB417","YAY"
"ga2017HB173",100,"Riley","HB173","YAY"
"ga2017HB404",100,"Riley","HB404","YAY"
"ga2017HB539",100,"Riley","HB539","YAY"
"ga2017HB473",100,"Riley","HB473","YEA"
"ga2017HB304",100,"Riley","HB304","YAY"
"ga2017HB227",100,"Riley","HB227","YAY"
"ga2017HB403",100,"Riley","HB403","YAY"
"ga2017HB312",100,"Riley","HB312","YAY"
"ga2017HB284",100,"Riley","HB284","YAY"
"ga2017HB156",100,"Riley","HB156","YAY"
"ga2017HB492",100,"Riley","HB492","YAY"
"ga2017HB366",100,"Riley","HB366","YAY"
"ga2017HB482",100,"Riley","HB482","YAY"
"ga2017HB195",100,"Riley","HB195","YAY"
"ga2017HB360",100,"Riley","HB360","YAY"
"ga2017SB189",100,"Riley","SB189","YAY"
"ga2017HB337",100,"Riley","HB337","YAY"
"ga2017HB183",100,"Riley","HB183","NV"
"ga2017HB330",100,"Riley","HB330","YAY"
"ga2017HB067",100,"Riley","HB067","YAY"
"ga2017HB270",100,"Riley","HB270","YAY"
"ga2017HB378",100,"Riley","HB378","YEA"
"ga2017SB116",100,"Riley","SB116","YAY"
"ga2017HB315",100,"Riley","HB315","YAY"
"ga2017SB238",100,"Riley","SB238","YAY"
"ga2017HB522",100,"Riley","HB522","NV"
"ga2017HCR48",100,"Riley","HCR48","YAY"
"ga2017HB364",100,"Riley","HB364","YEA"
"ga2017HB223",100,"Riley","HB223","YAY"
"ga2017SB117",100,"Riley","SB117","YAY"
"ga2017SB081",100,"Riley","SB081","YEA"
"ga2017HB376",100,"Riley","HB376","YAY"
"ga2017HB453",100,"Riley","HB453","YAY"
"ga2017HB308",100,"Riley","HB308","YAY"
"ga2017HB238",100,"Riley","HB238","YEA"
"ga2017SB005",100,"Riley","SB005","YEA"
"ga2017SB010",100,"Riley","SB010","YAY"
"ga2017SB183",100,"Riley","SB183","YAY"
"ga2017HB443",100,"Riley","HB443","NV"
"ga2017SB017",100,"Riley","SB017","YAY"
