"legislator_id","bill_id","bill","sponsors"
97,"ga2017SB264","SB264","J. Richards"
97,"ga2017SB356","SB356","J. Richards"
97,"ga2017SB387","SB387","J. Richards"
97,"ga2017SB158","SB158","J. Richards"
97,"ga2017SB386","SB386","J. Richards"
97,"ga2017SB118","SB118","J. Richards"
97,"ga2017SB266","SB266","J. Richards"
97,"ga2017SB041","SB041","J. Richards"
97,"ga2017SB341","SB341","J. Richards"
97,"ga2017SB042","SB042","J. Richards"
97,"ga2017SB073","SB073","J. Richards"
97,"ga2017SB238","SB238","J. Richards"
97,"ga2017SB218","SB218","J. Richards"
111,"ga2017SB002","SB002","J. Shell"
111,"ga2017SB001","SB001","J. Shell"
111,"ga2017SB003","SB003","J. Shell"
111,"ga2017SB508","SB508","J. Shell"
111,"ga2017SB507","SB507","J. Shell"
111,"ga2017SB515","SB515","J. Shell"
111,"ga2017SB509","SB509","J. Shell"
111,"ga2017SB454","SB454","J. Shell"
113,"ga2017SB239","SB239","J. Sims"
113,"ga2017SB237","SB237","J. Sims"
117,"ga2017SB027","SB027","J. Stewart"
123,"ga2017SB145","SB145","J. Tipton"
123,"ga2017SB311","SB311","J. Tipton"
123,"ga2017SB306","SB306","J. Tipton"
123,"ga2017SB060","SB060","J. Tipton"
123,"ga2017SB034","SB034","J. Tipton"
123,"ga2017SB279","SB279","J. Tipton"
123,"ga2017SB214","SB214","J. Tipton"
123,"ga2017SB067","SB067","J. Tipton"
123,"ga2017SB195","SB195","J. Tipton"
123,"ga2017SB270","SB270","J. Tipton"
123,"ga2017SB014","SB014","J. Tipton"
123,"ga2017SB078","SB078","J. Tipton"
123,"ga2017SB033","SB033","J. Tipton"
123,"ga2017SB261","SB261","J. Tipton"
123,"ga2017SB258","SB258","J. Tipton"
123,"ga2017SB162","SB162","J. Tipton"
123,"ga2017SB174","SB174","J. Tipton"
123,"ga2017SB527","SB527","J. Tipton"
123,"ga2017SB053","SB053","J. Tipton"
123,"ga2017SB002","SB002","J. Tipton"
123,"ga2017SB023","SB023","J. Tipton"
123,"ga2017SB443","SB443","J. Tipton"
123,"ga2017SB260","SB260","J. Tipton"
123,"ga2017SB237","SB237","J. Tipton"
128,"ga2017SB179","SB179","J. Wayne"
128,"ga2017SB170","SB170","J. Wayne"
128,"ga2017SB028","SB028","J. Wayne"
128,"ga2017SB178","SB178","J. Wayne"
128,"ga2017SB251","SB251","J. Wayne"
128,"ga2017SB148","SB148","J. Wayne"
128,"ga2017SB510","SB510","J. Wayne"
128,"ga2017SB333","SB333","J. Wayne"
128,"ga2017SB201","SB201","J. Wayne"
128,"ga2017SB327","SB327","J. Wayne"
128,"ga2017SB266","SB266","J. Wayne"
128,"ga2017SB393","SB393","J. Wayne"
128,"ga2017SB285","SB285","J. Wayne"
128,"ga2017SB101","SB101","J. Wayne"
128,"ga2017SB110","SB110","J. Wayne"
128,"ga2017SB398","SB398","J. Wayne"
128,"ga2017SB342","SB342","J. Wayne"
128,"ga2017SB263","SB263","J. Wayne"
128,"ga2017SB196","SB196","J. Wayne"
138,"ga2017SB046","SB046","J. York"
138,"ga2017SB309","SB309","J. York"
138,"ga2017SB422","SB422","J. York"
138,"ga2017SB156","SB156","J. York"
138,"ga2017SB496","SB496","J. York"
138,"ga2017SB014","SB014","J. York"
138,"ga2017SB495","SB495","J. York"
138,"ga2017SB044","SB044","J. York"
138,"ga2017SB444","SB444","J. York"
138,"ga2017SB002","SB002","J. York"
138,"ga2017SB060","SB060","J. York"
138,"ga2017SB222","SB222","J. York"
138,"ga2017SB455","SB455","J. York"
138,"ga2017SB425","SB425","J. York"
138,"ga2017SB043","SB043","J. York"
138,"ga2017SB317","SB317","J. York"
138,"ga2017SB015","SB015","J. York"
138,"ga2017SB454","SB454","J. York"
9,"ga2017SB014","SB014","K. Bratcher"
9,"ga2017SB151","SB151","K. Bratcher"
9,"ga2017SB171","SB171","K. Bratcher"
9,"ga2017SB431","SB431","K. Bratcher"
9,"ga2017SB246","SB246","K. Bratcher"
9,"ga2017SB002","SB002","K. Bratcher"
9,"ga2017SB003","SB003","K. Bratcher"
9,"ga2017SB065","SB065","K. Bratcher"
9,"ga2017SB169","SB169","K. Bratcher"
9,"ga2017SB001","SB001","K. Bratcher"
9,"ga2017SB010","SB010","K. Bratcher"
9,"ga2017SB060","SB060","K. Bratcher"
31,"ga2017SB246","SB246","K. Fleming"
32,"ga2017SB430","SB430","K. Flood"
32,"ga2017SB304","SB304","K. Flood"
32,"ga2017SB179","SB179","K. Flood"
32,"ga2017SB170","SB170","K. Flood"
32,"ga2017SB201","SB201","K. Flood"
32,"ga2017SB251","SB251","K. Flood"
32,"ga2017SB250","SB250","K. Flood"
32,"ga2017SB327","SB327","K. Flood"
32,"ga2017SB263","SB263","K. Flood"
53,"ga2017SB056","SB056","K. Imes"
53,"ga2017SB050","SB050","K. Imes"
53,"ga2017SB209","SB209","K. Imes"
53,"ga2017SB265","SB265","K. Imes"
53,"ga2017SB208","SB208","K. Imes"
53,"ga2017SB332","SB332","K. Imes"
53,"ga2017SB081","SB081","K. Imes"
53,"ga2017SB313","SB313","K. Imes"
53,"ga2017SB057","SB057","K. Imes"
53,"ga2017SB014","SB014","K. Imes"
53,"ga2017SB048","SB048","K. Imes"
53,"ga2017SB319","SB319","K. Imes"
53,"ga2017SB156","SB156","K. Imes"
53,"ga2017SB168","SB168","K. Imes"
53,"ga2017SB002","SB002","K. Imes"
53,"ga2017SB049","SB049","K. Imes"
53,"ga2017SB120","SB120","K. Imes"
53,"ga2017SB082","SB082","K. Imes"
61,"ga2017SB003","SB003","K. King"
61,"ga2017SB214","SB214","K. King"
61,"ga2017SB040","SB040","K. King"
61,"ga2017SB156","SB156","K. King"
61,"ga2017SB120","SB120","K. King"
61,"ga2017SB108","SB108","K. King"
61,"ga2017SB221","SB221","K. King"
61,"ga2017SB039","SB039","K. King"
61,"ga2017SB023","SB023","K. King"
61,"ga2017SB162","SB162","K. King"
61,"ga2017SB528","SB528","K. King"
61,"ga2017SB149","SB149","K. King"
61,"ga2017SB014","SB014","K. King"
61,"ga2017SB417","SB417","K. King"
61,"ga2017SB002","SB002","K. King"
61,"ga2017SB026","SB026","K. King"
61,"ga2017SB038","SB038","K. King"
61,"ga2017SB358","SB358","K. King"
61,"ga2017SB034","SB034","K. King"
61,"ga2017SB033","SB033","K. King"
61,"ga2017SB171","SB171","K. King"
61,"ga2017SB237","SB237","K. King"
61,"ga2017SB046","SB046","K. King"
61,"ga2017SB169","SB169","K. King"
61,"ga2017SB112","SB112","K. King"
61,"ga2017SB174","SB174","K. King"
61,"ga2017SB001","SB001","K. King"
82,"ga2017SB252","SB252","K. Moser"
82,"ga2017SB314","SB314","K. Moser"
82,"ga2017SB003","SB003","K. Moser"
82,"ga2017SB308","SB308","K. Moser"
82,"ga2017SB002","SB002","K. Moser"
82,"ga2017SB333","SB333","K. Moser"
82,"ga2017SB158","SB158","K. Moser"
82,"ga2017SB304","SB304","K. Moser"
82,"ga2017SB253","SB253","K. Moser"
82,"ga2017SB156","SB156","K. Moser"
82,"ga2017SB033","SB033","K. Moser"
82,"ga2017SB251","SB251","K. Moser"
82,"ga2017SB100","SB100","K. Moser"
82,"ga2017SB305","SB305","K. Moser"
82,"ga2017SB213","SB213","K. Moser"
82,"ga2017SB001","SB001","K. Moser"
82,"ga2017SB162","SB162","K. Moser"
82,"ga2017SB248","SB248","K. Moser"
82,"ga2017SB227","SB227","K. Moser"
82,"ga2017SB454","SB454","K. Moser"
114,"ga2017SB251","SB251","K. Sinnette"
114,"ga2017SB176","SB176","K. Sinnette"
114,"ga2017SB538","SB538","K. Sinnette"
114,"ga2017SB275","SB275","K. Sinnette"
114,"ga2017SB439","SB439","K. Sinnette"
114,"ga2017SB455","SB455","K. Sinnette"
114,"ga2017SB441","SB441","K. Sinnette"
114,"ga2017SB442","SB442","K. Sinnette"
114,"ga2017SB438","SB438","K. Sinnette"
114,"ga2017SB437","SB437","K. Sinnette"
126,"ga2017SB270","SB270","K. Upchurch"
126,"ga2017SB491","SB491","K. Upchurch"
126,"ga2017SB002","SB002","K. Upchurch"
126,"ga2017SB014","SB014","K. Upchurch"
126,"ga2017SB156","SB156","K. Upchurch"
4,"ga2017SB500","SB500","L. Bechler"
4,"ga2017SB123","SB123","L. Bechler"
4,"ga2017SB236","SB236","L. Bechler"
4,"ga2017SB501","SB501","L. Bechler"
4,"ga2017SB306","SB306","L. Bechler"
4,"ga2017SB452","SB452","L. Bechler"
4,"ga2017SB002","SB002","L. Bechler"
4,"ga2017SB152","SB152","L. Bechler"
4,"ga2017SB370","SB370","L. Bechler"
4,"ga2017SB499","SB499","L. Bechler"
4,"ga2017SB358","SB358","L. Bechler"
4,"ga2017SB359","SB359","L. Bechler"
11,"ga2017SB297","SB297","L. Brown"
11,"ga2017SB128","SB128","L. Brown"
11,"ga2017SB192","SB192","L. Brown"
11,"ga2017SB078","SB078","L. Brown"
11,"ga2017SB455","SB455","L. Brown"
11,"ga2017SB396","SB396","L. Brown"
11,"ga2017SB299","SB299","L. Brown"
11,"ga2017SB156","SB156","L. Brown"
11,"ga2017SB427","SB427","L. Brown"
11,"ga2017SB343","SB343","L. Brown"
11,"ga2017SB252","SB252","L. Brown"
11,"ga2017SB399","SB399","L. Brown"
11,"ga2017SB058","SB058","L. Brown"
15,"ga2017SB266","SB266","M. Cantrell"
15,"ga2017SB327","SB327","M. Cantrell"
15,"ga2017SB524","SB524","M. Cantrell"
15,"ga2017SB444","SB444","M. Cantrell"
15,"ga2017SB483","SB483","M. Cantrell"
15,"ga2017SB211","SB211","M. Cantrell"
15,"ga2017SB170","SB170","M. Cantrell"
15,"ga2017SB263","SB263","M. Cantrell"
15,"ga2017SB240","SB240","M. Cantrell"
15,"ga2017SB260","SB260","M. Cantrell"
15,"ga2017SB210","SB210","M. Cantrell"
15,"ga2017SB062","SB062","M. Cantrell"
15,"ga2017SB309","SB309","M. Cantrell"
15,"ga2017SB052","SB052","M. Cantrell"
15,"ga2017SB201","SB201","M. Cantrell"
20,"ga2017SB299","SB299","M. Castlen"
20,"ga2017SB002","SB002","M. Castlen"
20,"ga2017SB119","SB119","M. Castlen"
20,"ga2017SB174","SB174","M. Castlen"
20,"ga2017SB184","SB184","M. Castlen"
20,"ga2017SB305","SB305","M. Castlen"
20,"ga2017SB061","SB061","M. Castlen"
20,"ga2017SB265","SB265","M. Castlen"
20,"ga2017SB014","SB014","M. Castlen"
20,"ga2017SB168","SB168","M. Castlen"
26,"ga2017SB320","SB320","M. Dossett"
26,"ga2017SB168","SB168","M. Dossett"
26,"ga2017SB075","SB075","M. Dossett"
26,"ga2017SB527","SB527","M. Dossett"
26,"ga2017SB410","SB410","M. Dossett"
26,"ga2017SB051","SB051","M. Dossett"
26,"ga2017SB152","SB152","M. Dossett"
26,"ga2017SB054","SB054","M. Dossett"
26,"ga2017SB296","SB296","M. Dossett"
26,"ga2017SB055","SB055","M. Dossett"
26,"ga2017SB174","SB174","M. Dossett"
26,"ga2017SB265","SB265","M. Dossett"
26,"ga2017SB375","SB375","M. Dossett"
26,"ga2017SB239","SB239","M. Dossett"
26,"ga2017SB256","SB256","M. Dossett"
26,"ga2017SB321","SB321","M. Dossett"
44,"ga2017SB482","SB482","M. Hart"
44,"ga2017SB431","SB431","M. Hart"
44,"ga2017SB252","SB252","M. Hart"
44,"ga2017SB145","SB145","M. Hart"
44,"ga2017SB034","SB034","M. Hart"
44,"ga2017SB401","SB401","M. Hart"
44,"ga2017SB528","SB528","M. Hart"
44,"ga2017SB060","SB060","M. Hart"
44,"ga2017SB481","SB481","M. Hart"
44,"ga2017SB023","SB023","M. Hart"
44,"ga2017SB174","SB174","M. Hart"
44,"ga2017SB162","SB162","M. Hart"
44,"ga2017SB305","SB305","M. Hart"
44,"ga2017SB304","SB304","M. Hart"
44,"ga2017SB046","SB046","M. Hart"
44,"ga2017SB171","SB171","M. Hart"
44,"ga2017SB128","SB128","M. Hart"
44,"ga2017SB279","SB279","M. Hart"
44,"ga2017SB453","SB453","M. Hart"
44,"ga2017SB524","SB524","M. Hart"
44,"ga2017SB237","SB237","M. Hart"
44,"ga2017SB135","SB135","M. Hart"
44,"ga2017SB049","SB049","M. Hart"
44,"ga2017SB061","SB061","M. Hart"
44,"ga2017SB404","SB404","M. Hart"
44,"ga2017SB065","SB065","M. Hart"
44,"ga2017SB265","SB265","M. Hart"
44,"ga2017SB143","SB143","M. Hart"
44,"ga2017SB238","SB238","M. Hart"
44,"ga2017SB214","SB214","M. Hart"
44,"ga2017SB200","SB200","M. Hart"
44,"ga2017SB113","SB113","M. Hart"
44,"ga2017SB014","SB014","M. Hart"
44,"ga2017SB074","SB074","M. Hart"
44,"ga2017SB268","SB268","M. Hart"
44,"ga2017SB195","SB195","M. Hart"
44,"ga2017SB120","SB120","M. Hart"
44,"ga2017SB149","SB149","M. Hart"
44,"ga2017SB360","SB360","M. Hart"
44,"ga2017SB026","SB026","M. Hart"
44,"ga2017SB002","SB002","M. Hart"
65,"ga2017SB179","SB179","M. Marzian"
65,"ga2017SB266","SB266","M. Marzian"
65,"ga2017SB393","SB393","M. Marzian"
65,"ga2017SB170","SB170","M. Marzian"
65,"ga2017SB263","SB263","M. Marzian"
65,"ga2017SB201","SB201","M. Marzian"
65,"ga2017SB066","SB066","M. Marzian"
65,"ga2017SB342","SB342","M. Marzian"
65,"ga2017SB338","SB338","M. Marzian"
65,"ga2017SB178","SB178","M. Marzian"
65,"ga2017SB331","SB331","M. Marzian"
65,"ga2017SB398","SB398","M. Marzian"
65,"ga2017SB327","SB327","M. Marzian"
65,"ga2017SB251","SB251","M. Marzian"
65,"ga2017SB335","SB335","M. Marzian"
65,"ga2017SB304","SB304","M. Marzian"
65,"ga2017SB196","SB196","M. Marzian"
65,"ga2017SB419","SB419","M. Marzian"
72,"ga2017SB153","SB153","M. Meredith"
72,"ga2017SB306","SB306","M. Meredith"
72,"ga2017SB482","SB482","M. Meredith"
72,"ga2017SB060","SB060","M. Meredith"
72,"ga2017SB014","SB014","M. Meredith"
72,"ga2017SB184","SB184","M. Meredith"
72,"ga2017SB350","SB350","M. Meredith"
72,"ga2017SB271","SB271","M. Meredith"
72,"ga2017SB013","SB013","M. Meredith"
72,"ga2017SB168","SB168","M. Meredith"
72,"ga2017SB417","SB417","M. Meredith"
72,"ga2017SB284","SB284","M. Meredith"
72,"ga2017SB120","SB120","M. Meredith"
72,"ga2017SB318","SB318","M. Meredith"
72,"ga2017SB237","SB237","M. Meredith"
93,"ga2017SB239","SB239","M. Prunty"
93,"ga2017SB401","SB401","M. Prunty"
93,"ga2017SB308","SB308","M. Prunty"
93,"ga2017SB016","SB016","M. Prunty"
93,"ga2017SB013","SB013","M. Prunty"
93,"ga2017SB251","SB251","M. Prunty"
93,"ga2017SB260","SB260","M. Prunty"
93,"ga2017SB234","SB234","M. Prunty"
93,"ga2017SB174","SB174","M. Prunty"
93,"ga2017SB169","SB169","M. Prunty"
93,"ga2017SB122","SB122","M. Prunty"
93,"ga2017SB390","SB390","M. Prunty"
93,"ga2017SB033","SB033","M. Prunty"
93,"ga2017SB307","SB307","M. Prunty"
93,"ga2017SB405","SB405","M. Prunty"
93,"ga2017SB304","SB304","M. Prunty"
93,"ga2017SB253","SB253","M. Prunty"
93,"ga2017SB311","SB311","M. Prunty"
93,"ga2017SB309","SB309","M. Prunty"
93,"ga2017SB517","SB517","M. Prunty"
93,"ga2017SB002","SB002","M. Prunty"
93,"ga2017SB402","SB402","M. Prunty"
93,"ga2017SB156","SB156","M. Prunty"
93,"ga2017SB129","SB129","M. Prunty"
93,"ga2017SB389","SB389","M. Prunty"
93,"ga2017SB078","SB078","M. Prunty"
93,"ga2017SB227","SB227","M. Prunty"
93,"ga2017SB252","SB252","M. Prunty"
93,"ga2017SB374","SB374","M. Prunty"
93,"ga2017SB408","SB408","M. Prunty"
93,"ga2017SB384","SB384","M. Prunty"
93,"ga2017SB168","SB168","M. Prunty"
93,"ga2017SB162","SB162","M. Prunty"
93,"ga2017SB422","SB422","M. Prunty"
93,"ga2017SB524","SB524","M. Prunty"
93,"ga2017SB113","SB113","M. Prunty"
93,"ga2017SB226","SB226","M. Prunty"
93,"ga2017SB180","SB180","M. Prunty"
93,"ga2017SB407","SB407","M. Prunty"
93,"ga2017SB161","SB161","M. Prunty"
93,"ga2017SB014","SB014","M. Prunty"
93,"ga2017SB323","SB323","M. Prunty"
93,"ga2017SB184","SB184","M. Prunty"
94,"ga2017SB065","SB065","M. Rader"
79,"ga2017SB246","SB246","P. Moffett"
79,"ga2017SB298","SB298","P. Moffett"
79,"ga2017SB103","SB103","P. Moffett"
79,"ga2017SB126","SB126","P. Moffett"
79,"ga2017SB370","SB370","P. Moffett"
79,"ga2017SB353","SB353","P. Moffett"
79,"ga2017SB127","SB127","P. Moffett"
79,"ga2017SB025","SB025","P. Moffett"
79,"ga2017SB243","SB243","P. Moffett"
79,"ga2017SB310","SB310","P. Moffett"
79,"ga2017SB537","SB537","P. Moffett"
79,"ga2017SB276","SB276","P. Moffett"
92,"ga2017SB380","SB380","P. Pratt"
92,"ga2017SB001","SB001","P. Pratt"
92,"ga2017SB003","SB003","P. Pratt"
92,"ga2017SB113","SB113","P. Pratt"
92,"ga2017SB014","SB014","P. Pratt"
92,"ga2017SB214","SB214","P. Pratt"
92,"ga2017SB306","SB306","P. Pratt"
92,"ga2017SB296","SB296","P. Pratt"
92,"ga2017SB472","SB472","P. Pratt"
92,"ga2017SB274","SB274","P. Pratt"
92,"ga2017SB238","SB238","P. Pratt"
92,"ga2017SB120","SB120","P. Pratt"
92,"ga2017SB237","SB237","P. Pratt"
92,"ga2017SB060","SB060","P. Pratt"
92,"ga2017SB239","SB239","P. Pratt"
92,"ga2017SB162","SB162","P. Pratt"
92,"ga2017SB174","SB174","P. Pratt"
92,"ga2017SB403","SB403","P. Pratt"
92,"ga2017SB013","SB013","P. Pratt"
92,"ga2017SB265","SB265","P. Pratt"
2,"ga2017SB455","SB455","R. Adkins"
2,"ga2017SB295","SB295","R. Adkins"
2,"ga2017SB266","SB266","R. Adkins"
2,"ga2017SB497","SB497","R. Adkins"
2,"ga2017SB178","SB178","R. Adkins"
2,"ga2017SB179","SB179","R. Adkins"
2,"ga2017SB170","SB170","R. Adkins"
2,"ga2017SB196","SB196","R. Adkins"
6,"ga2017SB093","SB093","R. Benvenuti"
6,"ga2017SB222","SB222","R. Benvenuti"
6,"ga2017SB158","SB158","R. Benvenuti"
6,"ga2017SB002","SB002","R. Benvenuti"
6,"ga2017SB001","SB001","R. Benvenuti"
6,"ga2017SB384","SB384","R. Benvenuti"
6,"ga2017SB014","SB014","R. Benvenuti"
6,"ga2017SB113","SB113","R. Benvenuti"
6,"ga2017SB119","SB119","R. Benvenuti"
6,"ga2017SB374","SB374","R. Benvenuti"
6,"ga2017SB003","SB003","R. Benvenuti"
6,"ga2017SB067","SB067","R. Benvenuti"
13,"ga2017SB033","SB033","R. Bunch"
13,"ga2017SB424","SB424","R. Bunch"
13,"ga2017SB120","SB120","R. Bunch"
13,"ga2017SB129","SB129","R. Bunch"
13,"ga2017SB495","SB495","R. Bunch"
13,"ga2017SB060","SB060","R. Bunch"
13,"ga2017SB021","SB021","R. Bunch"
13,"ga2017SB252","SB252","R. Bunch"
13,"ga2017SB038","SB038","R. Bunch"
13,"ga2017SB016","SB016","R. Bunch"
13,"ga2017SB014","SB014","R. Bunch"
13,"ga2017SB122","SB122","R. Bunch"
13,"ga2017SB078","SB078","R. Bunch"
13,"ga2017SB268","SB268","R. Bunch"
13,"ga2017SB062","SB062","R. Bunch"
13,"ga2017SB108","SB108","R. Bunch"
13,"ga2017SB044","SB044","R. Bunch"
13,"ga2017SB350","SB350","R. Bunch"
13,"ga2017SB065","SB065","R. Bunch"
13,"ga2017SB046","SB046","R. Bunch"
13,"ga2017SB471","SB471","R. Bunch"
13,"ga2017SB205","SB205","R. Bunch"
13,"ga2017SB047","SB047","R. Bunch"
13,"ga2017SB019","SB019","R. Bunch"
13,"ga2017SB034","SB034","R. Bunch"
13,"ga2017SB123","SB123","R. Bunch"
13,"ga2017SB168","SB168","R. Bunch"
13,"ga2017SB015","SB015","R. Bunch"
13,"ga2017SB309","SB309","R. Bunch"
13,"ga2017SB402","SB402","R. Bunch"
46,"ga2017SB003","SB003","R. Heath"
46,"ga2017SB038","SB038","R. Heath"
46,"ga2017SB013","SB013","R. Heath"
46,"ga2017SB128","SB128","R. Heath"
46,"ga2017SB388","SB388","R. Heath"
46,"ga2017SB168","SB168","R. Heath"
46,"ga2017SB002","SB002","R. Heath"
46,"ga2017SB516","SB516","R. Heath"
46,"ga2017SB412","SB412","R. Heath"
46,"ga2017SB174","SB174","R. Heath"
46,"ga2017SB265","SB265","R. Heath"
46,"ga2017SB212","SB212","R. Heath"
46,"ga2017SB520","SB520","R. Heath"
46,"ga2017SB001","SB001","R. Heath"
46,"ga2017SB067","SB067","R. Heath"
71,"ga2017SB263","SB263","R. Meeks"
71,"ga2017SB321","SB321","R. Meeks"
71,"ga2017SB503","SB503","R. Meeks"
71,"ga2017SB356","SB356","R. Meeks"
71,"ga2017SB101","SB101","R. Meeks"
71,"ga2017SB338","SB338","R. Meeks"
71,"ga2017SB522","SB522","R. Meeks"
71,"ga2017SB291","SB291","R. Meeks"
71,"ga2017SB091","SB091","R. Meeks"
71,"ga2017SB534","SB534","R. Meeks"
71,"ga2017SB145","SB145","R. Meeks"
71,"ga2017SB180","SB180","R. Meeks"
71,"ga2017SB084","SB084","R. Meeks"
74,"ga2017SB410","SB410","R. Meyer"
74,"ga2017SB014","SB014","R. Meyer"
74,"ga2017SB162","SB162","R. Meyer"
74,"ga2017SB287","SB287","R. Meyer"
74,"ga2017SB422","SB422","R. Meyer"
74,"ga2017SB052","SB052","R. Meyer"
74,"ga2017SB260","SB260","R. Meyer"
74,"ga2017SB129","SB129","R. Meyer"
74,"ga2017SB286","SB286","R. Meyer"
78,"ga2017SB272","SB272","R. Mills"
78,"ga2017SB234","SB234","R. Mills"
78,"ga2017SB273","SB273","R. Mills"
78,"ga2017SB222","SB222","R. Mills"
78,"ga2017SB492","SB492","R. Mills"
78,"ga2017SB160","SB160","R. Mills"
78,"ga2017SB184","SB184","R. Mills"
78,"ga2017SB002","SB002","R. Mills"
78,"ga2017SB270","SB270","R. Mills"
78,"ga2017SB156","SB156","R. Mills"
78,"ga2017SB271","SB271","R. Mills"
78,"ga2017SB174","SB174","R. Mills"
78,"ga2017SB315","SB315","R. Mills"
78,"ga2017SB443","SB443","R. Mills"
78,"ga2017SB265","SB265","R. Mills"
78,"ga2017SB072","SB072","R. Mills"
84,"ga2017SB097","SB097","R. Nelson"
84,"ga2017SB104","SB104","R. Nelson"
84,"ga2017SB105","SB105","R. Nelson"
84,"ga2017SB141","SB141","R. Nelson"
84,"ga2017SB455","SB455","R. Nelson"
84,"ga2017SB188","SB188","R. Nelson"
84,"ga2017SB185","SB185","R. Nelson"
84,"ga2017SB017","SB017","R. Nelson"
84,"ga2017SB424","SB424","R. Nelson"
84,"ga2017SB015","SB015","R. Nelson"
84,"ga2017SB323","SB323","R. Nelson"
84,"ga2017SB252","SB252","R. Nelson"
84,"ga2017SB176","SB176","R. Nelson"
84,"ga2017SB454","SB454","R. Nelson"
84,"ga2017SB021","SB021","R. Nelson"
84,"ga2017SB383","SB383","R. Nelson"
84,"ga2017SB187","SB187","R. Nelson"
84,"ga2017SB106","SB106","R. Nelson"
84,"ga2017SB060","SB060","R. Nelson"
84,"ga2017SB186","SB186","R. Nelson"
89,"ga2017SB315","SB315","R. Palumbo"
89,"ga2017SB396","SB396","R. Palumbo"
89,"ga2017SB271","SB271","R. Palumbo"
89,"ga2017SB391","SB391","R. Palumbo"
89,"ga2017SB201","SB201","R. Palumbo"
89,"ga2017SB227","SB227","R. Palumbo"
89,"ga2017SB333","SB333","R. Palumbo"
89,"ga2017SB122","SB122","R. Palumbo"
89,"ga2017SB067","SB067","R. Palumbo"
89,"ga2017SB305","SB305","R. Palumbo"
89,"ga2017SB266","SB266","R. Palumbo"
89,"ga2017SB471","SB471","R. Palumbo"
89,"ga2017SB260","SB260","R. Palumbo"
89,"ga2017SB205","SB205","R. Palumbo"
89,"ga2017SB264","SB264","R. Palumbo"
89,"ga2017SB083","SB083","R. Palumbo"
89,"ga2017SB062","SB062","R. Palumbo"
89,"ga2017SB060","SB060","R. Palumbo"
89,"ga2017SB161","SB161","R. Palumbo"
89,"ga2017SB023","SB023","R. Palumbo"
89,"ga2017SB236","SB236","R. Palumbo"
89,"ga2017SB178","SB178","R. Palumbo"
89,"ga2017SB079","SB079","R. Palumbo"
89,"ga2017SB200","SB200","R. Palumbo"
89,"ga2017SB169","SB169","R. Palumbo"
89,"ga2017SB156","SB156","R. Palumbo"
89,"ga2017SB367","SB367","R. Palumbo"
89,"ga2017SB268","SB268","R. Palumbo"
89,"ga2017SB179","SB179","R. Palumbo"
89,"ga2017SB129","SB129","R. Palumbo"
89,"ga2017SB238","SB238","R. Palumbo"
89,"ga2017SB335","SB335","R. Palumbo"
89,"ga2017SB263","SB263","R. Palumbo"
89,"ga2017SB170","SB170","R. Palumbo"
89,"ga2017SB135","SB135","R. Palumbo"
89,"ga2017SB481","SB481","R. Palumbo"
89,"ga2017SB304","SB304","R. Palumbo"
89,"ga2017SB401","SB401","R. Palumbo"
89,"ga2017SB422","SB422","R. Palumbo"
89,"ga2017SB327","SB327","R. Palumbo"
95,"ga2017SB485","SB485","R. Rand"
95,"ga2017SB176","SB176","R. Rand"
95,"ga2017SB264","SB264","R. Rand"
95,"ga2017SB486","SB486","R. Rand"
102,"ga2017SB524","SB524","R. Rothenburger"
102,"ga2017SB239","SB239","R. Rothenburger"
102,"ga2017SB268","SB268","R. Rothenburger"
102,"ga2017SB251","SB251","R. Rothenburger"
102,"ga2017SB293","SB293","R. Rothenburger"
102,"ga2017SB162","SB162","R. Rothenburger"
102,"ga2017SB479","SB479","R. Rothenburger"
102,"ga2017SB160","SB160","R. Rothenburger"
102,"ga2017SB392","SB392","R. Rothenburger"
102,"ga2017SB145","SB145","R. Rothenburger"
130,"ga2017SB060","SB060","R. Webber"
130,"ga2017SB171","SB171","R. Webber"
130,"ga2017SB169","SB169","R. Webber"
130,"ga2017SB225","SB225","R. Webber"
130,"ga2017SB145","SB145","R. Webber"
130,"ga2017SB148","SB148","R. Webber"
130,"ga2017SB014","SB014","R. Webber"
130,"ga2017SB262","SB262","R. Webber"
63,"ga2017SB014","SB014","S. Lee"
63,"ga2017SB169","SB169","S. Lee"
63,"ga2017SB129","SB129","S. Lee"
63,"ga2017SB111","SB111","S. Lee"
63,"ga2017SB171","SB171","S. Lee"
63,"ga2017SB477","SB477","S. Lee"
63,"ga2017SB120","SB120","S. Lee"
63,"ga2017SB001","SB001","S. Lee"
63,"ga2017SB002","SB002","S. Lee"
63,"ga2017SB476","SB476","S. Lee"
63,"ga2017SB108","SB108","S. Lee"
63,"ga2017SB315","SB315","S. Lee"
63,"ga2017SB112","SB112","S. Lee"
63,"ga2017SB058","SB058","S. Lee"
63,"ga2017SB003","SB003","S. Lee"
63,"ga2017SB149","SB149","S. Lee"
63,"ga2017SB426","SB426","S. Lee"
63,"ga2017SB427","SB427","S. Lee"
63,"ga2017SB417","SB417","S. Lee"
75,"ga2017SB184","SB184","S. Miles"
75,"ga2017SB265","SB265","S. Miles"
75,"ga2017SB016","SB016","S. Miles"
75,"ga2017SB174","SB174","S. Miles"
75,"ga2017SB168","SB168","S. Miles"
75,"ga2017SB317","SB317","S. Miles"
75,"ga2017SB065","SB065","S. Miles"
75,"ga2017SB294","SB294","S. Miles"
75,"ga2017SB234","SB234","S. Miles"
