"legislator_id","bill_id","bill","sponsors"
137,"ga2017SB180","SB180","A. Wuchner"
137,"ga2017SB189","SB189","A. Wuchner"
137,"ga2017SB251","SB251","A. Wuchner"
64,"ga2017SB401","SB401","B. Linder"
64,"ga2017SB288","SB288","B. Linder"
64,"ga2017SB539","SB539","B. Linder"
64,"ga2017SB152","SB152","B. Linder"
64,"ga2017SB120","SB120","B. Linder"
64,"ga2017SB354","SB354","B. Linder"
103,"ga2017SB199","SB199","B. Rowland"
103,"ga2017SB216","SB216","B. Rowland"
103,"ga2017SB001","SB001","B. Rowland"
103,"ga2017SB191","SB191","B. Rowland"
103,"ga2017SB168","SB168","B. Rowland"
103,"ga2017SB013","SB013","B. Rowland"
103,"ga2017SB174","SB174","B. Rowland"
103,"ga2017SB124","SB124","B. Rowland"
103,"ga2017SB296","SB296","B. Rowland"
103,"ga2017SB163","SB163","B. Rowland"
103,"ga2017SB120","SB120","B. Rowland"
103,"ga2017SB231","SB231","B. Rowland"
103,"ga2017SB112","SB112","B. Rowland"
103,"ga2017SB215","SB215","B. Rowland"
103,"ga2017SB014","SB014","B. Rowland"
103,"ga2017SB336","SB336","B. Rowland"
103,"ga2017SB184","SB184","B. Rowland"
103,"ga2017SB153","SB153","B. Rowland"
103,"ga2017SB306","SB306","B. Rowland"
103,"ga2017SB159","SB159","B. Rowland"
33,"ga2017SB037","SB037","C. Fugate"
33,"ga2017SB014","SB014","C. Fugate"
33,"ga2017SB424","SB424","C. Fugate"
33,"ga2017SB428","SB428","C. Fugate"
33,"ga2017SB305","SB305","C. Fugate"
33,"ga2017SB060","SB060","C. Fugate"
33,"ga2017SB396","SB396","C. Fugate"
33,"ga2017SB128","SB128","C. Fugate"
33,"ga2017SB156","SB156","C. Fugate"
33,"ga2017SB455","SB455","C. Fugate"
42,"ga2017SB348","SB348","C. Harris"
42,"ga2017SB182","SB182","C. Harris"
42,"ga2017SB156","SB156","C. Harris"
42,"ga2017SB347","SB347","C. Harris"
42,"ga2017SB170","SB170","C. Harris"
42,"ga2017SB193","SB193","C. Harris"
42,"ga2017SB053","SB053","C. Harris"
42,"ga2017SB344","SB344","C. Harris"
42,"ga2017SB345","SB345","C. Harris"
42,"ga2017SB194","SB194","C. Harris"
42,"ga2017SB456","SB456","C. Harris"
42,"ga2017SB079","SB079","C. Harris"
42,"ga2017SB455","SB455","C. Harris"
42,"ga2017SB346","SB346","C. Harris"
42,"ga2017SB399","SB399","C. Harris"
67,"ga2017SB207","SB207","C. McCoy"
67,"ga2017SB407","SB407","C. McCoy"
67,"ga2017SB227","SB227","C. McCoy"
67,"ga2017SB408","SB408","C. McCoy"
67,"ga2017SB259","SB259","C. McCoy"
67,"ga2017SB409","SB409","C. McCoy"
67,"ga2017SB294","SB294","C. McCoy"
67,"ga2017SB251","SB251","C. McCoy"
67,"ga2017SB414","SB414","C. McCoy"
67,"ga2017SB100","SB100","C. McCoy"
67,"ga2017SB130","SB130","C. McCoy"
67,"ga2017SB162","SB162","C. McCoy"
67,"ga2017SB365","SB365","C. McCoy"
67,"ga2017SB060","SB060","C. McCoy"
76,"ga2017SB138","SB138","C. Miller"
76,"ga2017SB295","SB295","C. Miller"
76,"ga2017SB122","SB122","C. Miller"
76,"ga2017SB020","SB020","C. Miller"
76,"ga2017SB014","SB014","C. Miller"
76,"ga2017SB113","SB113","C. Miller"
76,"ga2017SB195","SB195","C. Miller"
76,"ga2017SB047","SB047","C. Miller"
76,"ga2017SB178","SB178","C. Miller"
76,"ga2017SB033","SB033","C. Miller"
81,"ga2017SB374","SB374","C. Morgan"
81,"ga2017SB131","SB131","C. Morgan"
81,"ga2017SB350","SB350","C. Morgan"
81,"ga2017SB133","SB133","C. Morgan"
81,"ga2017SB253","SB253","C. Morgan"
81,"ga2017SB134","SB134","C. Morgan"
81,"ga2017SB408","SB408","C. Morgan"
81,"ga2017SB046","SB046","C. Morgan"
81,"ga2017SB154","SB154","C. Morgan"
81,"ga2017SB126","SB126","C. Morgan"
81,"ga2017SB358","SB358","C. Morgan"
81,"ga2017SB429","SB429","C. Morgan"
81,"ga2017SB164","SB164","C. Morgan"
81,"ga2017SB132","SB132","C. Morgan"
81,"ga2017SB370","SB370","C. Morgan"
81,"ga2017SB528","SB528","C. Morgan"
81,"ga2017SB464","SB464","C. Morgan"
81,"ga2017SB407","SB407","C. Morgan"
81,"ga2017SB130","SB130","C. Morgan"
81,"ga2017SB108","SB108","C. Morgan"
81,"ga2017SB333","SB333","C. Morgan"
81,"ga2017SB309","SB309","C. Morgan"
81,"ga2017SB413","SB413","C. Morgan"
81,"ga2017SB038","SB038","C. Morgan"
81,"ga2017SB230","SB230","C. Morgan"
81,"ga2017SB417","SB417","C. Morgan"
81,"ga2017SB315","SB315","C. Morgan"
81,"ga2017SB454","SB454","C. Morgan"
81,"ga2017SB149","SB149","C. Morgan"
81,"ga2017SB524","SB524","C. Morgan"
81,"ga2017SB316","SB316","C. Morgan"
81,"ga2017SB470","SB470","C. Morgan"
81,"ga2017SB142","SB142","C. Morgan"
81,"ga2017SB501","SB501","C. Morgan"
81,"ga2017SB323","SB323","C. Morgan"
81,"ga2017SB127","SB127","C. Morgan"
81,"ga2017SB080","SB080","C. Morgan"
81,"ga2017SB103","SB103","C. Morgan"
81,"ga2017SB155","SB155","C. Morgan"
81,"ga2017SB128","SB128","C. Morgan"
81,"ga2017SB402","SB402","C. Morgan"
81,"ga2017SB058","SB058","C. Morgan"
81,"ga2017SB129","SB129","C. Morgan"
81,"ga2017SB414","SB414","C. Morgan"
81,"ga2017SB375","SB375","C. Morgan"
81,"ga2017SB229","SB229","C. Morgan"
81,"ga2017SB475","SB475","C. Morgan"
81,"ga2017SB136","SB136","C. Morgan"
81,"ga2017SB143","SB143","C. Morgan"
81,"ga2017SB135","SB135","C. Morgan"
81,"ga2017SB200","SB200","C. Morgan"
81,"ga2017SB145","SB145","C. Morgan"
81,"ga2017SB056","SB056","C. Morgan"
81,"ga2017SB482","SB482","C. Morgan"
81,"ga2017SB014","SB014","C. Morgan"
81,"ga2017SB060","SB060","C. Morgan"
81,"ga2017SB495","SB495","C. Morgan"
81,"ga2017SB120","SB120","C. Morgan"
81,"ga2017SB112","SB112","C. Morgan"
5,"ga2017SB297","SB297","D. Bentley"
5,"ga2017SB444","SB444","D. Bentley"
5,"ga2017SB010","SB010","D. Bentley"
5,"ga2017SB305","SB305","D. Bentley"
5,"ga2017SB145","SB145","D. Bentley"
5,"ga2017SB128","SB128","D. Bentley"
5,"ga2017SB014","SB014","D. Bentley"
5,"ga2017SB454","SB454","D. Bentley"
5,"ga2017SB408","SB408","D. Bentley"
5,"ga2017SB301","SB301","D. Bentley"
5,"ga2017SB002","SB002","D. Bentley"
5,"ga2017SB139","SB139","D. Bentley"
5,"ga2017SB158","SB158","D. Bentley"
5,"ga2017SB455","SB455","D. Bentley"
5,"ga2017SB140","SB140","D. Bentley"
5,"ga2017SB364","SB364","D. Bentley"
5,"ga2017SB396","SB396","D. Bentley"
5,"ga2017SB314","SB314","D. Bentley"
5,"ga2017SB524","SB524","D. Bentley"
5,"ga2017SB147","SB147","D. Bentley"
5,"ga2017SB156","SB156","D. Bentley"
28,"ga2017SB034","SB034","D. Elliott"
28,"ga2017SB239","SB239","D. Elliott"
28,"ga2017SB083","SB083","D. Elliott"
28,"ga2017SB305","SB305","D. Elliott"
28,"ga2017SB062","SB062","D. Elliott"
28,"ga2017SB019","SB019","D. Elliott"
28,"ga2017SB333","SB333","D. Elliott"
28,"ga2017SB180","SB180","D. Elliott"
28,"ga2017SB095","SB095","D. Elliott"
28,"ga2017SB395","SB395","D. Elliott"
28,"ga2017SB045","SB045","D. Elliott"
28,"ga2017SB506","SB506","D. Elliott"
28,"ga2017SB227","SB227","D. Elliott"
38,"ga2017SB170","SB170","D. Graham"
38,"ga2017SB180","SB180","D. Graham"
38,"ga2017SB333","SB333","D. Graham"
38,"ga2017SB251","SB251","D. Graham"
38,"ga2017SB327","SB327","D. Graham"
38,"ga2017SB263","SB263","D. Graham"
38,"ga2017SB227","SB227","D. Graham"
40,"ga2017SB358","SB358","D. Hale"
40,"ga2017SB144","SB144","D. Hale"
40,"ga2017SB372","SB372","D. Hale"
40,"ga2017SB169","SB169","D. Hale"
40,"ga2017SB171","SB171","D. Hale"
40,"ga2017SB156","SB156","D. Hale"
40,"ga2017SB294","SB294","D. Hale"
40,"ga2017SB387","SB387","D. Hale"
40,"ga2017SB119","SB119","D. Hale"
40,"ga2017SB252","SB252","D. Hale"
40,"ga2017SB306","SB306","D. Hale"
40,"ga2017SB290","SB290","D. Hale"
40,"ga2017SB051","SB051","D. Hale"
40,"ga2017SB140","SB140","D. Hale"
40,"ga2017SB418","SB418","D. Hale"
40,"ga2017SB436","SB436","D. Hale"
40,"ga2017SB128","SB128","D. Hale"
40,"ga2017SB139","SB139","D. Hale"
40,"ga2017SB174","SB174","D. Hale"
40,"ga2017SB038","SB038","D. Hale"
40,"ga2017SB237","SB237","D. Hale"
40,"ga2017SB120","SB120","D. Hale"
40,"ga2017SB415","SB415","D. Hale"
40,"ga2017SB034","SB034","D. Hale"
40,"ga2017SB376","SB376","D. Hale"
40,"ga2017SB060","SB060","D. Hale"
40,"ga2017SB014","SB014","D. Hale"
40,"ga2017SB149","SB149","D. Hale"
40,"ga2017SB451","SB451","D. Hale"
50,"ga2017SB254","SB254","D. Horlander"
50,"ga2017SB162","SB162","D. Horlander"
50,"ga2017SB138","SB138","D. Horlander"
50,"ga2017SB305","SB305","D. Horlander"
50,"ga2017SB052","SB052","D. Horlander"
50,"ga2017SB137","SB137","D. Horlander"
50,"ga2017SB014","SB014","D. Horlander"
50,"ga2017SB060","SB060","D. Horlander"
50,"ga2017SB071","SB071","D. Horlander"
50,"ga2017SB252","SB252","D. Horlander"
50,"ga2017SB047","SB047","D. Horlander"
56,"ga2017SB003","SB003","D. Johnson"
56,"ga2017SB002","SB002","D. Johnson"
56,"ga2017SB311","SB311","D. Johnson"
56,"ga2017SB448","SB448","D. Johnson"
56,"ga2017SB528","SB528","D. Johnson"
56,"ga2017SB131","SB131","D. Johnson"
56,"ga2017SB161","SB161","D. Johnson"
56,"ga2017SB001","SB001","D. Johnson"
56,"ga2017SB156","SB156","D. Johnson"
56,"ga2017SB128","SB128","D. Johnson"
56,"ga2017SB235","SB235","D. Johnson"
56,"ga2017SB411","SB411","D. Johnson"
56,"ga2017SB083","SB083","D. Johnson"
59,"ga2017SB266","SB266","D. Keene"
59,"ga2017SB047","SB047","D. Keene"
59,"ga2017SB196","SB196","D. Keene"
59,"ga2017SB254","SB254","D. Keene"
59,"ga2017SB518","SB518","D. Keene"
59,"ga2017SB138","SB138","D. Keene"
59,"ga2017SB357","SB357","D. Keene"
59,"ga2017SB179","SB179","D. Keene"
59,"ga2017SB071","SB071","D. Keene"
59,"ga2017SB178","SB178","D. Keene"
59,"ga2017SB519","SB519","D. Keene"
59,"ga2017SB170","SB170","D. Keene"
59,"ga2017SB137","SB137","D. Keene"
59,"ga2017SB361","SB361","D. Keene"
59,"ga2017SB052","SB052","D. Keene"
66,"ga2017SB108","SB108","D. Mayfield"
66,"ga2017SB482","SB482","D. Mayfield"
66,"ga2017SB524","SB524","D. Mayfield"
66,"ga2017SB470","SB470","D. Mayfield"
66,"ga2017SB046","SB046","D. Mayfield"
66,"ga2017SB495","SB495","D. Mayfield"
66,"ga2017SB312","SB312","D. Mayfield"
66,"ga2017SB014","SB014","D. Mayfield"
66,"ga2017SB120","SB120","D. Mayfield"
66,"ga2017SB074","SB074","D. Mayfield"
66,"ga2017SB135","SB135","D. Mayfield"
70,"ga2017SB002","SB002","D. Meade"
70,"ga2017SB003","SB003","D. Meade"
86,"ga2017SB330","SB330","D. Osborne"
86,"ga2017SB400","SB400","D. Osborne"
86,"ga2017SB492","SB492","D. Osborne"
86,"ga2017SB100","SB100","D. Osborne"
86,"ga2017SB535","SB535","D. Osborne"
86,"ga2017SB200","SB200","D. Osborne"
86,"ga2017SB319","SB319","D. Osborne"
86,"ga2017SB239","SB239","D. Osborne"
86,"ga2017SB003","SB003","D. Osborne"
86,"ga2017SB529","SB529","D. Osborne"
86,"ga2017SB532","SB532","D. Osborne"
86,"ga2017SB533","SB533","D. Osborne"
86,"ga2017SB531","SB531","D. Osborne"
86,"ga2017SB526","SB526","D. Osborne"
86,"ga2017SB001","SB001","D. Osborne"
86,"ga2017SB002","SB002","D. Osborne"
86,"ga2017SB313","SB313","D. Osborne"
86,"ga2017SB236","SB236","D. Osborne"
86,"ga2017SB530","SB530","D. Osborne"
86,"ga2017SB536","SB536","D. Osborne"
86,"ga2017SB431","SB431","D. Osborne"
88,"ga2017SB101","SB101","D. Owens"
88,"ga2017SB089","SB089","D. Owens"
88,"ga2017SB320","SB320","D. Owens"
88,"ga2017SB327","SB327","D. Owens"
88,"ga2017SB086","SB086","D. Owens"
88,"ga2017SB321","SB321","D. Owens"
88,"ga2017SB251","SB251","D. Owens"
88,"ga2017SB102","SB102","D. Owens"
88,"ga2017SB170","SB170","D. Owens"
88,"ga2017SB263","SB263","D. Owens"
88,"ga2017SB328","SB328","D. Owens"
88,"ga2017SB487","SB487","D. Owens"
88,"ga2017SB092","SB092","D. Owens"
106,"ga2017SB422","SB422","D. Schamore"
106,"ga2017SB161","SB161","D. Schamore"
106,"ga2017SB179","SB179","D. Schamore"
106,"ga2017SB170","SB170","D. Schamore"
106,"ga2017SB062","SB062","D. Schamore"
106,"ga2017SB454","SB454","D. Schamore"
106,"ga2017SB196","SB196","D. Schamore"
106,"ga2017SB174","SB174","D. Schamore"
106,"ga2017SB266","SB266","D. Schamore"
106,"ga2017SB094","SB094","D. Schamore"
106,"ga2017SB178","SB178","D. Schamore"
106,"ga2017SB122","SB122","D. Schamore"
106,"ga2017SB199","SB199","D. Schamore"
106,"ga2017SB471","SB471","D. Schamore"
106,"ga2017SB418","SB418","D. Schamore"
106,"ga2017SB184","SB184","D. Schamore"
116,"ga2017SB540","SB540","D. St. Onge"
116,"ga2017SB003","SB003","D. St. Onge"
116,"ga2017SB001","SB001","D. St. Onge"
116,"ga2017SB093","SB093","D. St. Onge"
116,"ga2017SB368","SB368","D. St. Onge"
116,"ga2017SB067","SB067","D. St. Onge"
116,"ga2017SB227","SB227","D. St. Onge"
116,"ga2017SB112","SB112","D. St. Onge"
116,"ga2017SB161","SB161","D. St. Onge"
116,"ga2017SB100","SB100","D. St. Onge"
116,"ga2017SB002","SB002","D. St. Onge"
NA,"ga2017SB464","SB464","DJ Johnson"
NA,"ga2017SB350","SB350","DJ Johnson"
NA,"ga2017SB184","SB184","DJ Johnson"
NA,"ga2017SB270","SB270","DJ Johnson"
NA,"ga2017SB502","SB502","DJ Johnson"
NA,"ga2017SB181","SB181","DJ Johnson"
NA,"ga2017SB294","SB294","DJ Johnson"
NA,"ga2017SB014","SB014","DJ Johnson"
NA,"ga2017SB401","SB401","DJ Johnson"
NA,"ga2017SB002","SB002","DJ Johnson"
NA,"ga2017SB128","SB128","DJ Johnson"
NA,"ga2017SB362","SB362","DJ Johnson"
NA,"ga2017SB161","SB161","DJ Johnson"
NA,"ga2017SB366","SB366","DJ Johnson"
10,"ga2017SB238","SB238","G. Brown"
127,"ga2017SB068","SB068","G. Watkins"
127,"ga2017SB352","SB352","G. Watkins"
127,"ga2017SB080","SB080","G. Watkins"
127,"ga2017SB090","SB090","G. Watkins"
127,"ga2017SB070","SB070","G. Watkins"
7,"ga2017SB406","SB406","J. Blanton"
7,"ga2017SB149","SB149","J. Blanton"
7,"ga2017SB234","SB234","J. Blanton"
7,"ga2017SB060","SB060","J. Blanton"
7,"ga2017SB289","SB289","J. Blanton"
7,"ga2017SB128","SB128","J. Blanton"
7,"ga2017SB182","SB182","J. Blanton"
7,"ga2017SB139","SB139","J. Blanton"
7,"ga2017SB252","SB252","J. Blanton"
7,"ga2017SB014","SB014","J. Blanton"
7,"ga2017SB455","SB455","J. Blanton"
7,"ga2017SB002","SB002","J. Blanton"
7,"ga2017SB140","SB140","J. Blanton"
7,"ga2017SB315","SB315","J. Blanton"
7,"ga2017SB311","SB311","J. Blanton"
7,"ga2017SB399","SB399","J. Blanton"
7,"ga2017SB297","SB297","J. Blanton"
7,"ga2017SB524","SB524","J. Blanton"
7,"ga2017SB044","SB044","J. Blanton"
7,"ga2017SB061","SB061","J. Blanton"
7,"ga2017SB408","SB408","J. Blanton"
7,"ga2017SB037","SB037","J. Blanton"
7,"ga2017SB156","SB156","J. Blanton"
7,"ga2017SB305","SB305","J. Blanton"
7,"ga2017SB396","SB396","J. Blanton"
16,"ga2017SB206","SB206","J. Carney"
16,"ga2017SB003","SB003","J. Carney"
16,"ga2017SB186","SB186","J. Carney"
16,"ga2017SB205","SB205","J. Carney"
16,"ga2017SB120","SB120","J. Carney"
16,"ga2017SB307","SB307","J. Carney"
16,"ga2017SB520","SB520","J. Carney"
16,"ga2017SB367","SB367","J. Carney"
16,"ga2017SB014","SB014","J. Carney"
16,"ga2017SB454","SB454","J. Carney"
16,"ga2017SB523","SB523","J. Carney"
16,"ga2017SB471","SB471","J. Carney"
16,"ga2017SB446","SB446","J. Carney"
16,"ga2017SB522","SB522","J. Carney"
16,"ga2017SB162","SB162","J. Carney"
16,"ga2017SB002","SB002","J. Carney"
16,"ga2017SB204","SB204","J. Carney"
16,"ga2017SB521","SB521","J. Carney"
16,"ga2017SB279","SB279","J. Carney"
16,"ga2017SB001","SB001","J. Carney"
24,"ga2017SB378","SB378","J. DeCesare"
24,"ga2017SB228","SB228","J. DeCesare"
24,"ga2017SB473","SB473","J. DeCesare"
24,"ga2017SB460","SB460","J. DeCesare"
24,"ga2017SB458","SB458","J. DeCesare"
24,"ga2017SB360","SB360","J. DeCesare"
24,"ga2017SB257","SB257","J. DeCesare"
24,"ga2017SB177","SB177","J. DeCesare"
24,"ga2017SB001","SB001","J. DeCesare"
24,"ga2017SB377","SB377","J. DeCesare"
24,"ga2017SB013","SB013","J. DeCesare"
24,"ga2017SB255","SB255","J. DeCesare"
24,"ga2017SB189","SB189","J. DeCesare"
24,"ga2017SB184","SB184","J. DeCesare"
24,"ga2017SB459","SB459","J. DeCesare"
24,"ga2017SB003","SB003","J. DeCesare"
24,"ga2017SB174","SB174","J. DeCesare"
24,"ga2017SB296","SB296","J. DeCesare"
24,"ga2017SB168","SB168","J. DeCesare"
24,"ga2017SB457","SB457","J. DeCesare"
24,"ga2017SB367","SB367","J. DeCesare"
25,"ga2017SB201","SB201","J. Donohue"
25,"ga2017SB239","SB239","J. Donohue"
25,"ga2017SB196","SB196","J. Donohue"
25,"ga2017SB022","SB022","J. Donohue"
25,"ga2017SB278","SB278","J. Donohue"
25,"ga2017SB444","SB444","J. Donohue"
25,"ga2017SB263","SB263","J. Donohue"
25,"ga2017SB170","SB170","J. Donohue"
25,"ga2017SB029","SB029","J. Donohue"
25,"ga2017SB178","SB178","J. Donohue"
25,"ga2017SB030","SB030","J. Donohue"
25,"ga2017SB179","SB179","J. Donohue"
25,"ga2017SB052","SB052","J. Donohue"
25,"ga2017SB266","SB266","J. Donohue"
25,"ga2017SB064","SB064","J. Donohue"
25,"ga2017SB310","SB310","J. Donohue"
27,"ga2017SB431","SB431","J. DuPlessis"
27,"ga2017SB065","SB065","J. DuPlessis"
27,"ga2017SB014","SB014","J. DuPlessis"
27,"ga2017SB135","SB135","J. DuPlessis"
27,"ga2017SB242","SB242","J. DuPlessis"
27,"ga2017SB422","SB422","J. DuPlessis"
27,"ga2017SB078","SB078","J. DuPlessis"
27,"ga2017SB165","SB165","J. DuPlessis"
27,"ga2017SB077","SB077","J. DuPlessis"
27,"ga2017SB410","SB410","J. DuPlessis"
27,"ga2017SB001","SB001","J. DuPlessis"
27,"ga2017SB261","SB261","J. DuPlessis"
27,"ga2017SB002","SB002","J. DuPlessis"
30,"ga2017SB107","SB107","J. Fischer"
30,"ga2017SB223","SB223","J. Fischer"
30,"ga2017SB332","SB332","J. Fischer"
30,"ga2017SB120","SB120","J. Fischer"
30,"ga2017SB329","SB329","J. Fischer"
30,"ga2017SB333","SB333","J. Fischer"
30,"ga2017SB014","SB014","J. Fischer"
30,"ga2017SB046","SB046","J. Fischer"
30,"ga2017SB088","SB088","J. Fischer"
30,"ga2017SB224","SB224","J. Fischer"
30,"ga2017SB096","SB096","J. Fischer"
37,"ga2017SB174","SB174","J. Gooch"
37,"ga2017SB184","SB184","J. Gooch"
37,"ga2017SB234","SB234","J. Gooch"
39,"ga2017SB163","SB163","J. Greer"
39,"ga2017SB013","SB013","J. Greer"
39,"ga2017SB172","SB172","J. Greer"
39,"ga2017SB153","SB153","J. Greer"
39,"ga2017SB301","SB301","J. Greer"
39,"ga2017SB365","SB365","J. Greer"
39,"ga2017SB222","SB222","J. Greer"
39,"ga2017SB454","SB454","J. Greer"
39,"ga2017SB078","SB078","J. Greer"
39,"ga2017SB191","SB191","J. Greer"
39,"ga2017SB253","SB253","J. Greer"
39,"ga2017SB323","SB323","J. Greer"
39,"ga2017SB200","SB200","J. Greer"
39,"ga2017SB159","SB159","J. Greer"
39,"ga2017SB156","SB156","J. Greer"
39,"ga2017SB268","SB268","J. Greer"
39,"ga2017SB417","SB417","J. Greer"
49,"ga2017SB001","SB001","J. Hoover"
49,"ga2017SB002","SB002","J. Hoover"
49,"ga2017SB525","SB525","J. Hoover"
49,"ga2017SB464","SB464","J. Hoover"
49,"ga2017SB330","SB330","J. Hoover"
49,"ga2017SB003","SB003","J. Hoover"
49,"ga2017SB463","SB463","J. Hoover"
49,"ga2017SB462","SB462","J. Hoover"
49,"ga2017SB469","SB469","J. Hoover"
49,"ga2017SB461","SB461","J. Hoover"
54,"ga2017SB083","SB083","J. Jenkins"
54,"ga2017SB309","SB309","J. Jenkins"
54,"ga2017SB371","SB371","J. Jenkins"
54,"ga2017SB303","SB303","J. Jenkins"
54,"ga2017SB201","SB201","J. Jenkins"
54,"ga2017SB280","SB280","J. Jenkins"
54,"ga2017SB086","SB086","J. Jenkins"
54,"ga2017SB330","SB330","J. Jenkins"
54,"ga2017SB480","SB480","J. Jenkins"
54,"ga2017SB052","SB052","J. Jenkins"
54,"ga2017SB122","SB122","J. Jenkins"
54,"ga2017SB483","SB483","J. Jenkins"
54,"ga2017SB160","SB160","J. Jenkins"
54,"ga2017SB101","SB101","J. Jenkins"
54,"ga2017SB322","SB322","J. Jenkins"
54,"ga2017SB063","SB063","J. Jenkins"
54,"ga2017SB310","SB310","J. Jenkins"
54,"ga2017SB175","SB175","J. Jenkins"
54,"ga2017SB170","SB170","J. Jenkins"
54,"ga2017SB327","SB327","J. Jenkins"
54,"ga2017SB135","SB135","J. Jenkins"
54,"ga2017SB020","SB020","J. Jenkins"
54,"ga2017SB420","SB420","J. Jenkins"
54,"ga2017SB263","SB263","J. Jenkins"
58,"ga2017SB466","SB466","J. Kay"
58,"ga2017SB504","SB504","J. Kay"
58,"ga2017SB467","SB467","J. Kay"
58,"ga2017SB382","SB382","J. Kay"
58,"ga2017SB100","SB100","J. Kay"
58,"ga2017SB465","SB465","J. Kay"
58,"ga2017SB505","SB505","J. Kay"
58,"ga2017SB340","SB340","J. Kay"
58,"ga2017SB287","SB287","J. Kay"
58,"ga2017SB468","SB468","J. Kay"
58,"ga2017SB303","SB303","J. Kay"
58,"ga2017SB381","SB381","J. Kay"
58,"ga2017SB059","SB059","J. Kay"
58,"ga2017SB355","SB355","J. Kay"
58,"ga2017SB042","SB042","J. Kay"
58,"ga2017SB041","SB041","J. Kay"
58,"ga2017SB170","SB170","J. Kay"
58,"ga2017SB341","SB341","J. Kay"
58,"ga2017SB286","SB286","J. Kay"
58,"ga2017SB267","SB267","J. Kay"
58,"ga2017SB386","SB386","J. Kay"
77,"ga2017SB072","SB072","J. Miller"
77,"ga2017SB031","SB031","J. Miller"
77,"ga2017SB035","SB035","J. Miller"
77,"ga2017SB003","SB003","J. Miller"
77,"ga2017SB001","SB001","J. Miller"
77,"ga2017SB167","SB167","J. Miller"
77,"ga2017SB024","SB024","J. Miller"
77,"ga2017SB160","SB160","J. Miller"
77,"ga2017SB173","SB173","J. Miller"
77,"ga2017SB283","SB283","J. Miller"
77,"ga2017SB246","SB246","J. Miller"
77,"ga2017SB373","SB373","J. Miller"
77,"ga2017SB434","SB434","J. Miller"
77,"ga2017SB121","SB121","J. Miller"
77,"ga2017SB351","SB351","J. Miller"
77,"ga2017SB085","SB085","J. Miller"
77,"ga2017SB310","SB310","J. Miller"
77,"ga2017SB433","SB433","J. Miller"
77,"ga2017SB292","SB292","J. Miller"
77,"ga2017SB244","SB244","J. Miller"
77,"ga2017SB431","SB431","J. Miller"
77,"ga2017SB025","SB025","J. Miller"
77,"ga2017SB435","SB435","J. Miller"
77,"ga2017SB245","SB245","J. Miller"
77,"ga2017SB432","SB432","J. Miller"
85,"ga2017SB237","SB237","J. Nemes"
85,"ga2017SB281","SB281","J. Nemes"
85,"ga2017SB049","SB049","J. Nemes"
85,"ga2017SB033","SB033","J. Nemes"
85,"ga2017SB271","SB271","J. Nemes"
85,"ga2017SB302","SB302","J. Nemes"
85,"ga2017SB100","SB100","J. Nemes"
85,"ga2017SB241","SB241","J. Nemes"
85,"ga2017SB339","SB339","J. Nemes"
85,"ga2017SB286","SB286","J. Nemes"
85,"ga2017SB251","SB251","J. Nemes"
85,"ga2017SB260","SB260","J. Nemes"
91,"ga2017SB410","SB410","J. Petrie"
91,"ga2017SB492","SB492","J. Petrie"
91,"ga2017SB174","SB174","J. Petrie"
91,"ga2017SB494","SB494","J. Petrie"
91,"ga2017SB282","SB282","J. Petrie"
91,"ga2017SB184","SB184","J. Petrie"
91,"ga2017SB493","SB493","J. Petrie"
91,"ga2017SB123","SB123","J. Petrie"
91,"ga2017SB168","SB168","J. Petrie"
91,"ga2017SB265","SB265","J. Petrie"
97,"ga2017SB333","SB333","J. Richards"
97,"ga2017SB169","SB169","J. Richards"
97,"ga2017SB497","SB497","J. Richards"
97,"ga2017SB032","SB032","J. Richards"
97,"ga2017SB241","SB241","J. Richards"
97,"ga2017SB455","SB455","J. Richards"
97,"ga2017SB255","SB255","J. Richards"
97,"ga2017SB487","SB487","J. Richards"
97,"ga2017SB166","SB166","J. Richards"
97,"ga2017SB295","SB295","J. Richards"
97,"ga2017SB184","SB184","J. Richards"
97,"ga2017SB480","SB480","J. Richards"
97,"ga2017SB352","SB352","J. Richards"
97,"ga2017SB471","SB471","J. Richards"
97,"ga2017SB465","SB465","J. Richards"
97,"ga2017SB490","SB490","J. Richards"
97,"ga2017SB489","SB489","J. Richards"
97,"ga2017SB116","SB116","J. Richards"
97,"ga2017SB090","SB090","J. Richards"
97,"ga2017SB114","SB114","J. Richards"
97,"ga2017SB113","SB113","J. Richards"
97,"ga2017SB418","SB418","J. Richards"
97,"ga2017SB306","SB306","J. Richards"
97,"ga2017SB379","SB379","J. Richards"
97,"ga2017SB310","SB310","J. Richards"
97,"ga2017SB115","SB115","J. Richards"
97,"ga2017SB068","SB068","J. Richards"
97,"ga2017SB117","SB117","J. Richards"
97,"ga2017SB365","SB365","J. Richards"
97,"ga2017SB138","SB138","J. Richards"
97,"ga2017SB217","SB217","J. Richards"
97,"ga2017SB391","SB391","J. Richards"
97,"ga2017SB478","SB478","J. Richards"
97,"ga2017SB525","SB525","J. Richards"
97,"ga2017SB122","SB122","J. Richards"
97,"ga2017SB260","SB260","J. Richards"
97,"ga2017SB349","SB349","J. Richards"
97,"ga2017SB170","SB170","J. Richards"
97,"ga2017SB361","SB361","J. Richards"
97,"ga2017SB486","SB486","J. Richards"
97,"ga2017SB013","SB013","J. Richards"
97,"ga2017SB168","SB168","J. Richards"
97,"ga2017SB247","SB247","J. Richards"
97,"ga2017SB204","SB204","J. Richards"
